Unnamed: 0,Model,rating,title,review_text
64,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
I love Samsung My 3rd flagship from Samsung Samsung flagship is the ever best
","
Pros:• Great Camera• Best display among all the smartphonesavailable in the market• Top-notch build quality• Decent battery life• Super smooth UI due to 120 Hz refreshrate• Very fast charging• light-weight• Great speakersCons:• Not recommended for heavy gaming
"
65,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Best flagship for 2020
","
I have been a samsung user for more than 5 years...so after s8 the best choice..its a great phone, perfect size, good screen and cameras. Any one looking for high end android should definitely opt for this. Specially the higher refresh rate option is a one of the kind.
"
66,Samsung s20,4.0 out of 5 stars,"4.0 out of 5 stars
Good flagship phone
","
Great CameraAverage battery life but if you 120hz refresh rate it will go down rapidlyGood speakers
"
67,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Samsung S20 is very nice
","
Fingerprint Sensor is not upto the mark but still good... Camera quality is very nice.:: many-2 modes are available for photos and videos... battery life is 5-6 hours in Playing videos online and normally nearby one day... Light weight, easy to carry and very handy with 4000MAH battery and sleek design... it looks awesome...
"
68,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Good phone
","
I pre ordered this phone. Initially it had some software issues, to be fair every phones has it at its launch. For couple of months there were several updates sent from Samsung. Now I can say it is a great phone to buy.
"
69,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Extremely Delighted
","
A gift for wife who took a huge decision to shift from using iPhone for over 10 years.I was nervous but the phone, features and ease of use has put a big smile on her face and that delights me.
"
70,Samsung s20,1.0 out of 5 stars,"1.0 out of 5 stars
Disappointed
","
Speakerphone gets activated automatically during calls. Have tried everything to get it to stop. Software updates too do not help. Very frustrating. Battery life also disappointing. needs frequent recharge. Was also promised the galaxy buds and annual insurance scheme at subsidised rates when I pre-ordered the phone. While the galaxy buds were delivered to me post payment, the insurance care package was denied to me.
"
71,Samsung s20,2.0 out of 5 stars,"2.0 out of 5 stars
Sleek but terrible battery life
","
Pros - sleek model In terms of sizeWorking is decentCons -Terrible battery lifeHeats when used for long time
"
72,Samsung s20,4.0 out of 5 stars,"4.0 out of 5 stars
Good as expected
","
Good looking phone though not too different from S10 in terms of experience.
"
73,Samsung s20,1.0 out of 5 stars,"1.0 out of 5 stars
Total disappointment
","
If you love earlier samsung camera phones. This will be a great disappointment.The camera is very bad. For this high price and giving a useless camera. The 30x zoom is just a comedy. There are many lesser price cariant phones in market which has good camera. Autofocus is also very poor. And 64 mp seriously just feels like an average Chinese camera.
"
74,Samsung s20,4.0 out of 5 stars,"4.0 out of 5 stars
Samsung s20
","
Nice phone.. my first Samsung and I'm liking it.
"
75,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing Phone but subpar battery life
","
It's a beautiful looking phone and the performance is enough for most of the users. The display is amazing. Battery life could have been better and fingerprint reader could be faster but all in all, for me, its amazing.
"
76,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Battery review
","
Hello all, bought this mobile by March 6th 2020. Its good to use and it's fast.Battery life is 6 hours after a full charge. Phone is getting heat while using some heavy apps. The reverse charging is one of the best features.
"
77,Samsung s20,4.0 out of 5 stars,"4.0 out of 5 stars
Decent buy
","
Compared to the S10 not a major change.
"
78,Samsung s20,1.0 out of 5 stars,"1.0 out of 5 stars
THE SEAL WAS BROKEN WHEN I RECEIVED THE DEVICE
","
i dont know what is going on but the seal is broken and the phone cover was missing , i am returning the product
"
79,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Good design and size
","
Pros:- Good size, great display , good user interface, fast charging, call quality, cameraCons :- battery life in 120hz refresh rate does not last a day with heavy usage. The snapdragon version seems to be having better battery performance.
"
80,Samsung s20,4.0 out of 5 stars,"4.0 out of 5 stars
Great quality screen
","
Size is right, fits well in the hand
"
81,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
excellent phone
","
I bought this phone few months back, totally amazing features and I love it very much.  Fingerprint reader and battery life is worth for money what i paid for the phone
"
82,Samsung s20,1.0 out of 5 stars,"1.0 out of 5 stars
After 15 months the screen becomes white completely
","
After one year. The screen started to flicker and in weeks time got a complete white screen with green tint. In service center will tell you to replace the screen for INR15k. Such a disappointing experience buying Samsung.
"
83,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Hit hai boss
","
All I can say I've been using all the s series since S3 and I guess will stick with it forever. Just an amazing phone with mind blowing camera
"
84,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Value for Money
","
Its an amazing phone, good battery life, high resolution camera, very sleek and handy, processor is fast and touch quality is super responsiveOverall absolute value for money
"
85,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Satisfied
","
Highly satisfied with the product.Nice performance, smooth finish, light weight, very minimal besl space.Finger print reader is not that fast, and battery performance could be improved.
"
86,Samsung s20,1.0 out of 5 stars,"1.0 out of 5 stars
Worthless product and Service
","
Wonderful customer  support from Amazon. From Day1, they asked me to reset the device and run behind Samsung.Phone gets heats up even for taking calls and taking two to three photos. Never expected this kind of worthless product from Samsung and disheartening service from Amazon
"
87,Samsung s20,4.0 out of 5 stars,"4.0 out of 5 stars
S20
","
User Friendly
"
88,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
look , size and weight are perfect.
","
Previously using S-7. Upgraded to S-20. Memory and speed is excellent. Camera is very good but still learning lot of new features. Edge display is very usefull.
"
89,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
You can trust Amazon
","
The phone is worth the money.It is awesome. And it was delivered safely. You can trust amazon with a lakh of money.
"
90,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Very good phone
","
Very good phone
"
91,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
awesome
","
It's a really amazing product .. just love it.. delivered in time n in a well secured packing..
"
92,Samsung s20,1.0 out of 5 stars,"1.0 out of 5 stars
Battery backup very poor
","
Battery backup too bad ,have to charged thrice a day & over heating just in 5 min of usage , hanging problem occurs when multiple tasks used just from the same day of product bought.the only good thing is camera of this smartphone.
"
93,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Battery charging could have been better
","
Face id not working promptlyBattery should have been betterNo heating and lag issues..
"
94,Samsung s20,1.0 out of 5 stars,"1.0 out of 5 stars
No buy
","
Global peace
"
95,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
My S20 review
","
Best mobile phone I have ever used. I had a oneplus 7t before buying S20.
"
96,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing camera, great performance
","
Compared to most flagships, the camera is one of the best features on Samsung S20 Series.
"
97,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Good device
","
Overall a good device with excellent display,build quality and easy to use with a single hand.
"
98,Samsung s20,3.0 out of 5 stars,"3.0 out of 5 stars
Heating issue
","
Don't buy this phone, got a serious problem in heating,  it's difficult to hold the handset,  camera is good, but battery and heating issue is very bad, some time I was thinking of throwing this phone.
"
99,Samsung s20,5.0 out of 5 stars,"5.0 out of 5 stars
Good Phone overall
","
Good PhoneThe only issue is less battery life
"
0,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Camera is the best in this price segment best display but battery and overheating is the issue.
","
Photos that rhis device has been able to click is just too good for this price. And the display is also good and its small size is like chotta packet badda dhamaka. Its 3x telephoto lens is also the best that could potentially beat iphone. It has 30x zoom and 8k woth 24 fps recording.Its cons are its overheating and battery. Its full charge lasts about 6 to 7 hours. That means you have to charge it twice a day.My review: if you want to click DSLR level pictures and record videos just go for it if you like compact devices.If you want to do hardcore things on phone like gaming and video editing etc you should go for oneplus 12r.
"
1,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Perfect Mobile for me, lot of misconception about battery,
","

Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:10Loaded: 30.03%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:10 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.


I have been using this device for more than a week.about battery: with time it is learing my usage pattern and as days pass by the battery backup is getting better.I was using Moto G60 and surely when I compare S22 battery with my earlier device, it stands no where, but the problem with consumer is that we are comparing the battery backup with others and ofcourse it is very less.However this goes on for a complete day easily with abundant of photography(I never, ever, ever play games and surely for gaming this device should be skipped)I used go for 2-3 days without charging my older mobile and this one I will have to charge before bed or most of the time next morning. As per my usage, this gives me completely satisfctory battery backup and someone should not break the deal for this reason. I would definitely suggest others to buy this, only know your usage first, study your screen on time pattern on older device.other than battery issue the mob does get heated up sometimes and that is normal, good thing to notice it does get bak cool very fast. Heating is not a deal breaker, it only gets warm but not actually heats.Rest be assured, this mob is the best in every other aspect screen and camera quality are surely better than iphone 13. Device is snappy and just the perfect form factor that I was loging for very long.I was flabbergasted by the quality of photographs that it captures.attaching some of them.
"
2,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Awesome mobile!!!!
","
The Samsung S22 is a smartphone that offers a mix of impressive features alongside a couple of notable drawbacks.**Battery Life and Heating:** Unfortunately, the S22 falls short in the battery department, requiring 2-3 charges a day for heavy users. Additionally, it tends to heat up noticeably after prolonged usage, which can be concerning for some users.**Fingerprint Sensor:** On a positive note, the fingerprint sensor on the S22 is excellent, providing fast and reliable authentication.**Display:** The S22 boasts a stunning 120Hz AMOLED display that supports 4K video playback and HDR10+. With a maximum brightness of 1500 nits, it offers vibrant visuals that enhance the overall viewing experience.**Sound Quality:** Samsung delivers on audio quality with the S22's stereo speakers, providing immersive sound that surpasses many other smartphones on the market.**User Interface:** The device runs on One UI 6.1, offering a smooth and intuitive user experience with minimal bloatware applications, enhancing usability.**Camera:** The camera setup on the S22 is impressive, featuring a 50MP + 12MP + 10MP Triple Rear Camera with OIS and night mode. With a 30x optical zoom and the ability to record 4K videos with both front and rear cameras, it caters to photography enthusiasts.**Performance:** Powered by the Snapdragon 8Gen 1 processor, the S22 delivers fast and responsive performance, ensuring smooth multitasking and gaming experiences.**Durability:** Equipped with Gorilla Glass Victus+ and an IP68 rating for water and dust resistance, the S22 offers durability and peace of mind to users.Overall, the Samsung S22 impresses with its display quality, camera performance, and user interface. However, its limited battery life and tendency to heat up may be significant concerns for potential buyers. If you can overlook these drawbacks, the S22 offers a premium smartphone experience with a plethora of features to enjoy.
"
3,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Tinny Monstar with Weak Battery
","
This phone simply tinny monster (6.1 inch display) in terms of it's performance and various aspects. Camera simply pro grade, Display just marvelous, sound not loudest but immersive experience u can get, build quality just next level with steel made fram and gorilla glass victus plus protection to both front and back, performance just amazing with full of power by Snapdragon 8 Gen 1, 120 hrz display just butter smooth with 425 PPI & 1300 nits brightness (As we know about Samsung Display), so from every aspects I can give full marks except battery.The big flaw of this phone is battery, as power of this phone very high and consumption accordingly, capacity only 3700 mAh, so that if u are a heavy users then don't go for it, the gaming performance just awesome but due to the battery you can't play on prolonged bases, also it has little bit hitting issue (During Gaming or Heavy Tasking) but every phone it has now a days. For casual users it last whole day easily but heavy users wouldn't have get full day of battery life.I recommend for those people who are casual users like me, using for normal day to day use and wants a pro grade phone (Premium Flagship) for long term use (4 Years major Android Update & 3 years Security Update) in Android segment with branded (No Chinese) & tinny phone lovers (6.1 inch display)  then blindly go for it.
"
4,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Best phone to purchase on a deal (High Time Samsung Works on Battery)
","
I'll first deal with the cons coz thats what everyone needs to know before buyingCons:* Battery Backup. The phone drains battery a little quicker. I easily saw battery percentage drop by 7% in 5 minutes while booking cabs.* Charging Speed - Takes almost 1.5 hours to fully charge on 25watt charger. High Time Samsung up their game in terms of chargers and charging time. Oppo Vivo One plus all have moved up to 65W/85W/120W chargers with warp speed. Samsung still stuck at 25W.* Heating - Phone gets pretty hot while taking photos and using camera / internet for a while. This indirectly drains the battery too.Pros:* Feature Loaded Phone. Has so many features that make our day to day work super easy.* Best UI experience provided by Samsung. Has One UI 4.1* One of the best Portrait shots I have clicked with this phone.* Best camera in this segment.* Premium exterior. Got the Green variant.* Sleek and Compact. Was using the Z Flip Earlier. Wanted to switch to a smaller phone.
"
5,Samsung s22,1.0 out of 5 stars,"1.0 out of 5 stars
Poor Performance and in 6th month facing Battery Not charging issues.
","
Really frustrated about performance of the phone . I bought this phone in February but and i am facing water moisture issue at charging port and then customer centre person saying its liquid problem and its not considered in warranty if part of the oneof the best mobile company not good for 6 months then there is no point to purchase this much high phones . We can easily get good performance and good built quality phones under 25-30 thousand now days. Really disappointed and asking all to not to but S22 its just show off device nothing good to say about this.
"
6,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
A good Samsung Phone
","
There's not much to say about s22. But....Pros:1. Good Fingerprint scanner (works well and fast even with water on surface or fingers)2. A dynamic camera. Portrait image and videos are nice.3. 2K resolution Amoled screen and 120Hz. Screen does not disappoint in outdoors (max sunlight).4. One UI works well. Thanks to the fairly powerful processor.5. Easy to hold. Stylish design.Cons:1. A little lightweight.2. Battery drains quick. (Deal with it)These are the major Pros and Cons. But depending on the type of user it may vary. All in all it's a very good phone, it's just that if you compare it with the ultra you don't feel it's good deal. But the ultra has it's flaws too.
"
7,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Camera Flagship with impoverished Battery
","
Review after use of 10 month usage:I bought this phone in sale in October-22, mainly for camera & it's compactness ignoring it's pathetic battery reviews. It's camera & especially night camera performance is of top notch, similar to iphone 13. I have uploaded the samples. All three cameras & front cam has night mode. OIS is great & works at FHD 30/60 FPS on main & ultra wide cam. You can shoot from 720p to 8k in various cameras. Portrait pics come awesome in all cameras. Colour reproduction is very natural.Performance wise it's a good phone with flagship SD 8 Gen-1. Its a power hungry processor. SD 8 Gen1 still lags behind apple's Bionic A15 in numbers. Well there was price difference of 10~15k when I purchased.One thing that Samsung is still lagging behind many brands is bettery performance. I'm not a gamer, but even with regular apps (Browsing/insta/Primevideo/Netflix) this phone gives meager 4~4½ hrs continuous usage & 5-8 hours intermittent usage (screen on + standby) depends on how you use it (Pic attached). 'Always-on-display' reduce battery life considerably. Samsung has provided app sleep system for reducing battery drain by background app, which works great. Maximum power saving mode is there, on there battery drain rate is 1% per hour in standby mode (pic attached)Charger that I use is of PD 3.0 standard by Dr. Vaku, which work great. Still take one hour (15 to 85 %) to juice-up. Consider buying power bank if you travel much.In-display Fingerprint sensor here is ultrasonic, which does not work easily with tempered glass based screen protector. One has to press little harder. Dirty & dry fingers are of no use. 4 out of 5 times it fails. But face unlock is very faster, so I use it.Android 13 & UI-5 is awesome. Many features like popup & multi screens etc can be used at a time without any lag. Samsung promised to provide updates for 5 Yr. Once I played Asphalt 9 Legends, game went on smoothly on Auto settings. Minor temperature rise observed. But processor consumed lot of battery quickly.July 2023 update : Now since 5G is available in my area for last 4-5 months & I'm jio 5g user (SA 3700 Mhz spectrum) and speeds are astonishing, in 500+ Mbps. I also used S23 for a day (friend of mine bought). Nothing MAJOR improvements.Verdict : Go for it if you are looking for compact flagship camera phone in 50k range.If you can satisfy yourself with only 2 cameras & can stretch your budget a bit for iphone 13 then go for it. Iphone 14 is only bit better than 13 but has big price tag
"
8,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Looks premium
","
Everything great except for the battery.
"
9,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Following by three-month period,
","
The product demonstrates satisfactory performance, with the exception of a minor issue related to heat generation. Despite this, it represents a worthwhile investment overall.
"
10,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Great phone but could've been better
","

Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:08Loaded: 37.54%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:08 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.


I'd say everything about this phone is great otherthan it's heating issue and battery life. It'll heat up while using camera and sometimes while charging.  I haven't installed any video games so idk about that part. Heating has always been an issue with Samsung so... I'm in love with the camera. Also the battery drains pretty fast if you're a heavy user. Overall I'd rate an 8.5/10 for this.
"
11,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Charger
","
I dint know that a charger is not provided. Very inconvenient to tranfer data without charging. It is slower than my one plus .not comfortable.
"
12,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Nice mobile
","
Absolutely super.but battery backup is not satisfied
"
13,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Low battery performance
","
Samsung S22 is a beast in performance but lacks in battery backup. It is not for gamers and heavy users. For normal usage phone will run for 4 to 4.5 hrs(screen on time) in a single charge. In power saving mode it will hold more battery. Camera is best in this price range. Considering the price it's better than IPhone. Android 12, one ui ver 06, gives amazing experience while using. As always Samsung is the best coming to display has 120htz refresh rate(better than iphone). Anyone can consider this phone if there is no problem charging it twice a day.
"
14,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Easy to use
","
Use for phone and it's smooth though battery little hot
"
15,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Nice product
","
Good Quality
"
16,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
MOST PERFECT PHONE
","
Using from past 1.5 years. Previously I have used almost all highend model phones. But I have not seen a most perfect phone other than this. Compact, powerful processor, gorgeous display, fantastic camera, Samsung's bugless and perfect user friendly OneUI. I don't have any heating issues or battery backup issues as few are complaining. Note that I am not a gamer. But I use very much for calls in my business and screen on time is almost 4 to 6 hours a day. I get comfortable 1 day battery backup. I charge every day in the morning. From 20% to 100%, charging time required is approximately 45 minutes. I get this easily till next day morning. Cases for this phone is also plenty of varieties. The most perfect phone.
"
17,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Good  phone  for minnale  Users
","
I like  this phone  but it overheating that's  is the only  problem
"
18,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
ABSOLUTE FLAGSHIP MONSTER
","
Great mobile !!!!got this at great deal 36.6kcamera and picture quality is impressiveit has 8k recordingbattery is 3700mah quite good for everyday usagefor gaming i could recommend s22+ which has bigger batterythis mobile has snapdgragon 8gen 1 4nm ultimate processor for everythingthank you amazon
"
19,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Compact,Camera,Comfort
","
U will love the camera.
"
20,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
I lOve This Phone
","
All is supper fine, one big issue is biometric problem ! its not working on every angle of my finger, even its accept all angle on the time of actiation. Unsatisfactory when its not work at the time of unlocking screen.
"
21,Samsung s22,3.0 out of 5 stars,"3.0 out of 5 stars
An average mobile phone from Samsung.
","
I would like to divide my review in below mentioned pros and cons based on my 5 months of usage.Pros:1) If you are looking for a handy phone in Android world look no forward than S22 as S23 is overpriced. In big billion day sale it might get cheaper.2) The screen quality is simply fab.3) The build quality is fantastic and premium.4) The one UI is totally optimised and security upgrades are regular.5) The 50mp rear camera is fantastic and after upgrade to one UI 5.1 Android 13 it gave more options to play with6) The optical Zoom camera and wide angle camera are great too and doesn't color shift much compared to main wide angle 50mp camera.Cons:1) The biggest con of this phone is it's horrendous battery backup. At home when I am on wifi network still I have to charge it every evening by 5 pm as it touches 30 percent from 100 percent in just 8 to 9 hours.2) if I use it with 2 sims battery drains much faster.3) 120hertz refresh rate I won't advise for outside the home usage when mobile will run sim through internet. It drains battery faster.4) Auto brightness though very well calibrated I found that manual control on screen brightness is better to conserve battery.5) The mobile has heating issues which I believe is a issue with all phones having 8 gen 1 processor.6) The front camera is average and struggles in low light.7) Though back cameras are awesome but still they struggle very badly if pointing at sun. They couldn't control glare when there are harsh lights behind.8) Videos have jitteryness at times and mobile heats up like hell during 4k video recording.It's only for people like me who doesn't do gaming or too much social media. If you could switch to iOS then iPhone 13 and iPhone 14 are much better buy than Samsung S22 or even Samsung S23
"
22,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Very good smartphone
","
The product is up to the mark. I really liked it❤️
"
23,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
S22
","
It's premium model mobileFutureSpeedColourBattery 3700...but it's ok....Looking like a great modelCharging also goodDisplay size and quality very good
"
24,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Best Android phone with few compromises
","
Pro:Samsung Galaxy S series offers the best Android experience available.(Pixels can be a close competition in software and camera areas)Best hardware.Mind-blowing display, fingerprint reader and haptics.Throw any task and it will surpass your expectations.If you are searching for a compact phone with top notch hardware and performance, nothing comes close to S22(now there's S23, but considering the price). These are the reasons I chose this over Pixel 7.Great speakers.Fantastic cameras. Though it's not my use case. I mainly use my phone a productive tool and utility yo manage my work and personal tasks.One UI is great with little drawbacks here and there, only when you go into nitpicking mode.The green color looks amazing.Cons:SD 8 Gen 1A performant processor but very power hungry.This affects the battery life and also causes heating issues.I was well aware and thought it won't bother much since I don't use this for heavy tasks as gaming and streaming, but it does.I carry charger everywhere hence seldom face issues with battery but I have to charge it twice before ending the day.Heating is something I can't do anything about.Another issue is that the back glass is scratch magnet.It looks so classy that I wanted to use it without cover but got 2 noticable scratches in just 3 days of use.I would suggest to wait for S23 to be cheaper.Since they have fixed both major issues in it.
"
25,Samsung s22,2.0 out of 5 stars,"2.0 out of 5 stars
I'm a samsung fan, but this let me down
","
I love Samsungthe best in term of Android devices.But this device despite having many good qualities make it useless because of it's two main negatives:Heating and poor battery life.If you can compromise on these basics..we'll still don't get it.
"
26,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
BEST COMPACT PHONE 👌🔥
","




                    The media could not be loaded.
                



I got the product delivered on the correct date so kudos to Amazon👍 there is no open delivery option so record the unboxing video nonstop for return purpose.Phone : compact, display is just 😘, camera is damn good.Battery will take 3-4 days to adjust to my usage so there will be battery drain quickly initially but it will get adapted over time( my friend has a s23 ultra and this is what he told me where he only got 4 Hr screen on time initially and later 7 hrs)Totally happy with the purchase👍👍
"
27,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Beware with One Issue
","
Pros:1) Compact and very powerful performance phone due to Snapdragon processor.2) Excellent display with wonderfully vibrant colours. Samsung displays cannot be compared to any phones, including premium smartphones like iPhone Pro, OnePlus Pro, etc. When comes to display, Samsung is Samsung.3) Excellent build quality with matte finish glass and steel frame with Gorilla Glass Victus + on both sides.Cons:1) Beware! All Samsung dual speaker phones have one peculiar issue. During the calls, if the loud speaker is turned on, top speaker produces voice only 10-20% of a sentence and bottom speaker produces complete sentence. So this means, top speaker voice breaks. I went to Samsung Service Centre and the problem I found even with the service agents smartphones. I tested with Samsung S10, S20+, S20 Ultra. The service guys phones, themselves, have this problem. And they said that they can't do anything. I called Samsung service centre also, for which they said that they will escalate the issue but of no use. So those who want to speak in loud speaker mode, beware of this. Of course, when comes to playing multimedia content, both the speakers produce sound without problem. This happens only with calls.2) 100% battery lasts for a day if the usage is moderate and not heavy (that too by uninstalling all the bloatwares and disabling many features like Samsung Pay, Galaxy, Edge, Always on display, etc.)3) There is no charger in the box. One can adjust with this, IF THE PHONE IS CHARGED FASTER with other fast chargers. But the nonsensical thing is, it charges very slowly with other chargers even though if it is high-speed chargers. I tested with OnePlus 80W charger, 30W dash charger and MI fast charger. Our charger-less Samsung phone is charging very slow with all the chargers. So this means, we have to buy charger separately without compromise. I really don't know how can they be so merciless to not provide charger after charging such a huge amount.This phone is only for those who desperately want compact phone with fully loaded features, who use phone moderately. This is the only option.
"
28,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Phone for matures and office workers who use phone as phone
","
It's not for gaming and kids as play device it's a matured premium phone phone for profession and matured users who wanna and amazing camera great phone better than iPhone
"
29,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Best and handy
","
Handy android flagship. Good cameras.
"
30,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Little champ !!
","
This is clearly a winner in most categories and ticks most of the boxes that one would expect from a flagship.The form factor is definitely the highlight. It's ergonomic and comfortable to use.The UI has evolved and definitely become one of the best in terms of functionality and oh !! boy that DISPLAY!!!There is no competition to Samsung in the Android mkt there .The camera 📸 is definitely worthy of the hype.Having said that ,the software does glitch and stutter every now and then ( even after the latest OUI 5.0 and A v13 update).But the biggest concern that Samsung really needs to adress and work on very seriously is the battery dpt.It's inadequate and poor for the catagory it's in and  price you are paying  . Work on some new battery technology, faster charging speed  or software mgmt that can make it last for at least 12-14 hrs without having to compromise on the functionality.The handset does get warm ( particularly on the top left corner and back side ) but nothing major.PS : Samsung can definitely add the travel charger with the box, you don't have to blindly copy your competitor,ya know .
"
31,Samsung s22,3.0 out of 5 stars,"3.0 out of 5 stars
No adapter or back cover provided
","
The phone sure looks good and has good feature, but idk what it is with these high range brands not providing what is required for the phone. Charger and back cover is something basic and also there is no app lock feature in it, that mid range brands like MI oppo vivo also provide.I got a C to C type cable that I cant even connect to the adapter I already have. I dont understand the point behind this 😕 .
"
32,Samsung s22,3.0 out of 5 stars,"3.0 out of 5 stars
Zero battery performance.
","
Camera 8.5/10Speaker 7.7/10Hand held feel 7/10Compactness 9.5/10Screen 9/10Battery backup 4/10Standout features 6/10
"
33,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Very good
","
Phone is so awesome  and very lightweight  and easy to carry.
"
34,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
If You are Not a Heavy User, You'll Love it
","
I've been using this device for just around 4 days now and for my usage, I love it! It's quite difficult to get a powerful, yet compact phone these days, and this phone fits that niche. The design is awesome and feels premium. I must say I like the designs of the regular S22/S22+ more than the Ultra this year. The display is gorgeous. You get a dependable camera system that takes really good pictures and videos in most situations, and the speakers are quite good. Additionally, Samsung is promising 4 years of Android updates, which is very important for me. I just love how the phone feels in the hand, and if you are a fan of compact phones, you'll love it too.However, not everything is hunky-dory of course. The battery life is only average, and that's for a light user like me. If you play games for long or take a lot of photos and videos regularly, you'll have to charge it twice a day. The phone also gets quite warm under sustained workloads. Let's see if Samsung can improve some of these issues with upcoming updates.Overall, go for it only if you are a fan of compact phones and a light user.
"
35,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Pitch-Perfect!
","
I am using an 'S' series phone after many long years. I was using 'A' series phones and other brand mobiles. This is undoubtedly the best phone I've used till now. The compact form factor is definitely the most lovable thing about this phone. Snapdragon 8 Gen 1 is also a top-notch processor but yeah this mobile does get heated while charging/gaming but I think that's quite common to all the mobile brands as it gets cold very quickly also and does not lag a bit. Performance is snappy whether you play games or not and file transfer speed is quite impressive. The camera performance is impeccable no doubt, I've attached the photos with this review, you can check. I loved the detailing of the photos. As Samsung's display is always superb it's the same here also and quite color accurate this time. Other factors like call reception, sound, etc are very good as this is an expensive device and behaves like one. The battery is decent, users are complaining about it but accept the fact that people have used high mAH battery devices(for example 5000mAH) for a long time and they're expective that much backup which is impossible. Go and check out Apple, Pixel devices, even though they're providing lesser batteries for their so-called ""Mini"" flagship variant. In my case, I'm not a heavy user and the battery lasts almost a day for me. If you are a gamer person or stream OTT content all day and don't want a charge your device that much then add more bucks and go for Ultra. If you want a beautiful & COMPACT gadget with flagship performance then go for this one, this is the best out in the market at this moment. Thanks to Samsung India and Amazon India for this amazing experience.
"
36,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Good choice
","
Look wise awesome … it’s all goodVery handy and light weightGo for it..
"
