Unnamed: 0,Model,rating,title,review_text
31,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
GOOD PERFORMER ONLY HARDWARE NOT SOFTWARE
","
HIGHLIGHTSGOOD DESIGN and NEXT LEVEL FEELSUPER BUILD QUALITYGREAT DISTRIBUTION of WEIGHTDISPLAY SUPER (but little GLARE in sun light)GOOD REAR CAMERASSPEAKERS VERY VERY GOODINDISPLAY FINGERPRINT SENSOR works REALLY FASTHEATING NOT REAL BIGDEALCONSMEMORY ONLY 217 out of 256VERY BAD SELFIE CAMOXYGENOS UI OK but NOT SUPER because of (FEATURE LESS)BECAUSE OF WORST FILEMANGER,NO DUAL APP OPTION FOR ALL APPS, NO OWN MESSAGE APPNO OWN CALENDER, NO MUSIC PLAYERNO WORD, PDF ரீடர், NO COMPASS ETC ETCACESSBILITY OPTION MAKES SOME ISSUE IN YOUTUBE SHORTS SO ITS IRRETATE, LESS COLLETION OF FREE WALLPAPERS, THEMES AND FONTS [ MIUI IS THE (BEST FEATURE RICH UI EXCEPT BLOAT WARE) ]VERY VERY MUCH DISAPPOINTED ON OXYGENOSTRANSFER SPEED IS SLOW from TYPE C CABLE to OTHER GADETSNO IP RATINGNO WIRELESS CHARGE
"
32,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
My 1st flagship / 3 months review
","




                    The media could not be loaded.
                



PROS... What I likes the most∆ Back camera is great∆ SD Gen 2 is really powerful but gpu is not using more than 20% not sure why not using fully..  However gaming exp is great..∆ Quick charging within 30 mins and SOT is around 5-6 hrs..∆ Beautiful vivid display and design is awesome.∆ Call quality and Audio is perfectCons :( What I didn't liked🥺 front camera is very ordinary not like flagship..  should have 4k and group selfie is not good...  But portrait selfie good☹️GPU performance is not optimised fully....  heating Issues some time🥺Not have IP 68☹️Minor bugs in software.. had issues with Screen refresh rate which falls only to 60 but after restarting solved..Home screen not shows icons sometimesFinally words..🙌 Nice came back from OP.. you can go for it...Hopefully they solves the issue in OTA.....Or spend more to choose IP..
"
33,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Loving this product! Value for money
","
Purchased this product after lot of hesitation since I was using Samsung Galaxy S22+ for last 1 year. God! I am in love with this product. It's awesome all rounder phone & somewhat now my S22+ is sidelined.Comparison directly with S22+ :1. Display: OP11 is more eye friendly & cherry on top is Dolby vision support so you are gonna enjoy multimedia consumption more on OP 11 than S22+2. Camera: S22+ will get a score of 10 but OP11 will bag 9 ( as front supports only 1080p).3 Battery: OP 11 is clear winner you can rely on it as a daily driver with 100W charging support you don't have to worry for recharge. Recharges within 20 minutes when battery falls at 20%.4. Performance: top notch is with OP 11 & OP 11 is clear winner5. UI: Samsung is clear winner in this department. I would rate 10 while OP 11 will bag 9 for UI.6. Value for money: OP 117. 5G & 4G network reception: OP 11 is way better than S22+ Call quality is clear on both in outdoor condition.8. Speaker: OP 11 has more loud, clear & immersive speaker system.9. IP rating: Samsung is clear winner10. Wireless charging: Samsung has an edge but you will not feel it's loss since it is well supplemented by 100 W charger in the box.11. Haptic feedback: OP 11 has clear advantageConclusion: This is my first product of OnePlus after using Samsung S20FE 5G & S22+ & I am satisfied with this product.If you are planning to buy new phone & you have budget of 50-60K then you can consider it as a reliable phone & I would suggest opt for 16GB 256GB RAM variant since it comes with UFS 4.0 which will secure it's performance for 4 years atleast.Direct competitor of OP 11 are S22+ S23/S23+ iPhone 13/14 & Pixel 7As a user I find pixel & iPhone have compromises in lacking telephoto lens & charging speed. I consider these features very useful especially when you are outdoor & clicking portrait of DSLR level.
"
34,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Advise to buy from one plus store only not online
","
This phone started heating and hanging from day one. I reported Immediately to Amazon and they started explaining their return policy and refused to return or replace,  Finally I reported to service centre and they solved my problem , from last 3-4 days it's working fine. Although all features of one plus 11  are very good. One plus service provider told me that online replacement is 15 days only while one plus provide 30 days. Amazon takes order and provide order from electronic shop located in villages so it's not trust worthy to order costly items
"
35,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Green Line
","
Lots of problem and green line issue .So, dont buy it any Oneplus phone..Thank you
"
36,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Camera
","
Camera quality not much good.
"
37,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Best value for money
","
Always wanted to buy premium flagship phones but the only premium phone which I can afford with latest processor and tech is this value beast.
"
38,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Overall product is good
","
All okay with the package and the product it’s just I didn’t get the SIM card removal pin this item was missing from the box.
"
39,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Great phone for the price
","
The phone, it's features and quality are quite good for the price. It is a worthy""FLAGSHIP KILLER"" for the price.However, I am very disappointed with Amazon delivery services. Both me and seller are based in same city, however Amazon delivery took 4 days to deliver the order. That too, I followed up the delivery person to get the delivery.
"
40,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Best smartphone
","
Awesome build and best camera, provides fast charging which is really quick. Overall a best flagship smartphone in this price range.
"
41,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Most valuable for money phone
","
The phone is high value for money unlike iPhone and samsung. Of course the camera is not as good as iphone/samsung but but it's comparable. The only issue is minor UI bugs and late software updates. Processor is excellent, screen is good( better than iphone ). Battery life is average, charger is superb.
"
42,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Using from last one year
","
Using from last one year till no issues other than normal software bug
"
43,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Top notch!
","
I've been using OnePlus mobile for 5 years since I have not faced any problem in my old phone till now my last phone was OnePlus 6 and they performed extremely good till now but I want to upgrade now that's why I choose OnePlus 11 and what else's I can say about this phone I am fully satisfied with this phone whether it is forDisplayPerformanceBattery is OMG blazing fast charged in 25 mins from 1-100 %Speaker is awesome surround sound even on full volume speaker performed extremely goodCamera is goodReliable and durable for many years although I experience personally those who are saying that OnePlus mobile doesn't reliable for years they all are just myth OnePlus phones also reliable as Samsung and AppleSo In my opinion you can go for it you are not disappointed with this decision
"
44,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Nice phone but camera quality is not good
","
Battery life is good.Charging speed is also very good. Performance is also good. Read write speed is very high. The display quality is amazing.The only drawback is that its camera is not good at all.
"
45,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Superb🫶
","
I had bought 2 one plus 7t 4G mobiles from Amazon in 2020 one I gifted to my friend and the other one I was using. Was happy with it and never faced any issues but wanted to switch to 5G so bought one plus 11  I got same day delivery by 11 pm. One plus 11 5G is very smooth with modified features, super fast charging, no heating issues, camera quality and performance is very good, apps are opening faster, keypad is smooth, overall a very good mobile. Worth it, I just Love it 🤩. If you are looking for a better 5G mobile then one plus is great👍
"
46,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Great performance, but some feedbacks
","
Updated review after an year of use:The good🟢:1. Performance is great. Didn't experience and lags while multitasking2. Amazing display and sound quality (microphone as well as speakers)The 🟡1. (Often) After installation of a security update, Google calendar stops showing meetings. This happened thrice, so I switched to MS outlook calendar.2. Smart charging doesn't really work. It says phone will stop charging at 80% till you start using it. It never stops, keeps going till 100%. Only saw it working once, during late night or in the wee hours of the day.3. Camera: It does something very weird to photos clicked in room or indoor lighting (normal photo mode). Kind of over enhances photos amd ruins the light balance. Creates kind of a weird pop, or aura around the body. Gives a yellowish tone to white colours. Potrait mode, 4k60 video mode are all find though. Very good actually.
"
47,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Fix the bugs One Plus!
","
Overall a great phone but somethings that will frustrate a user to hate the phone are the touch/response bugs to open, close notification, open app drawer, or try to delete by left or right swipe it still cannot but prompts you to use the delete button.Keeping in mind the screen is tall there are no response to touch or gestures with one hand use.The whole reason I bought a new phone was because my old phone had all those bugs that got to my nerves.Just to find myself stuck here with the new phone with the same issue. This has killed the hype, thrill and excitement I had for One plus 11.I updated all the last patches as well hoping that would fix the issue but it does not.There is no pinch zoom in or out, our pinch adjust widgets it's super annoying because no matter what you try it just won't budge ooofffffOne plus kindly help
"
48,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
The OnePlus 11 5G - A stunning Masterpiece
","
As an avid tech enthusiast, I was thrilled to get my hands on the new OnePlus 11 5G. And let me tell you, it did not disappoint.First of all, the design of this phone is sleek and modern, with a large 6.7-inch display that makes everything from streaming videos to scrolling through social media a joy. Plus, the 120Hz refresh rate ensures smooth and seamless performance.But what really impressed me was the camera. The OnePlus 11 5G boasts a triple-lens rear camera with a whopping 108MP primary sensor, making it one of the most powerful camera setups on the market. And let me tell you, the photos I took with this phone were absolutely stunning.The battery life is also impressive, lasting all day with heavy use, and the fast charging feature means you can get back to full power in no time. And with 5G capabilities, this phone is future-proofed and ready for whatever comes next.Overall, I highly recommend the OnePlus 11 5G for anyone in the market for a new phone. It's a powerful and stylish device that is sure to impress.In terms of performance, the OnePlus 11 5G is a true powerhouse. With its Qualcomm Snapdragon 8 Gen 1 processor and up to 16GB of RAM, this phone is capable of handling even the most demanding tasks with ease. Apps open quickly, multitasking is a breeze, and gaming is incredibly smooth and responsive.the OnePlus 11 5G is an outstanding phone that truly delivers on all fronts. If you're in the market for a new smartphone and want the very best in design, performance, and camera technology, then look no further than the OnePlus 11 5G. It's a true masterpiece that is sure to impress even the most discerning tech enthusiast.
"
49,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Great Phone with loads of bugs
","
I am long time samsung user switching from s20plus to onplus11 here are my observations.1. Need to adjust lot of setting to get the basic layout like samsung ( I don't like too many gesture).2. I work in IT so I need to have my workprofile VPN enabled all the time to access company mail. The silent notification ( VPN ACTIVATED) always shows in notification is quiet annoying and this notification can't be disabled.3. Call quality is good but I feel someone near me can hear if we are using ear speakers low volume itself .4. Android auto not working in cable ( Sony xav5000). Not sure what's the reasons . Latest update fixed this..5. I still prefer samsung akg type c headphone but every when I plug in a wired type c headphones I need to enable otg connection it's an annoying thing.6. At times Amazon app got freeze once I restart its working.My request is keep the basics clean without too much changes required.
"
50,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Super battery
","
Amazing battery. Super fast charging. It easily lasts for minimum 30 to 36 hours. With light usage, it can lats even more.Processor must be great that phone quick. There is no lag. I bought it immediately after its release, so still it is performing well. Has good options for customisation.Camera is amazing with some pre defined filters. So pictures come out well. But at times, photos comes out saturated, I mean intensity of Color will be high.Overall good buy.
"
51,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Fast charging and charge retention are superb
","
I was using OnePlus6 for last 5 years, While phone was fine in all aspects even after all the years, battery drain was the major pain. I had to charge it 3 times a day and each time charging was taking one and half hour even with OnePlus charger and red cable. I am quite satisfied with OnePlus11 in that aspect. It has come with a 100W Charger and from 20% to 100% takes hardly 20-25 minutes. Also, presently the charge holds for more than 24 hours, how long it continues to give that performance is yet to be seen.
"
52,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Big upgrade from OnePlus 7t
","
This is a review after 1 month of usage!Prons:1. I loved the display quality which is top notch 🤩  which is good for movie lovers2.Battery life is the main advantage which last long 7 hours of screen on time.3.Coming to camera quality I loved it which clicks best photos and videos.4. Charging from 0 to 100 it take 25 mins which is insanely fast.5. Haptic feedback are beast no phone can match the strength of this OP116. Speakers are not top notch but decent performanceCons:1. At starting I noticed freezing 1-2 times later I didn't faced it again2. MEMC chip missing where it's previous devices had it.3. At higher use phone get heat, heating management could be improved.4. Some bugs with 3rd party application, like in WhatsApp some photos are not visible to put story and it take long time to upload.I hope in coming days OnePlus gives better software update without ruining it.
"
53,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
One of the best upgrade
","
I was using my OP 5T till this June. Even though it's SD835  it was a beast . But battery was dying. I found phone was dying too. Amazon gave an offer of 10k extra for replacement for this phone. So I took the offer. Yah replaced my 5T with OP 11. To be Frank it is one of the best upgrade. I am not a OP fan boy. I just needed a clean OS and beast chip. And I got it .Yes ..the phone is a beast in everything. But let me tell you this , the camera isn't good as we think , especially the front cam . Front cam is so boring. Other than that ...I find everything good. Literally everything. Thanks Amazon for this .
"
54,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Best phone in this segment
","
Got good exchange value and bought the phone.Battery backup is nice, nice display, great camera.****Review after 10 months***I am sharing both pros and cons here:.1. Only issue is the phone's front camera is very bad compared to price point. The camera unable to balance the light in the background.as a result whitish picture captured. Tested woth OP 11R , it has same issue. Sometimes even phone says to clean the front camera when even it is clear.2. Till now no issues with performance & battry backup. For daily use my SCREEN ON TIME is avarage 5 hrs, and the battery gives full day backup.3. Super duper 1st charging, now I do not have to worry about last minute charging. Sometimes I put my phone in charge 30 min before going out for office and it charges from 17% to 89/93% easily.4. No green line appeared till now. Software & security update comes monthly.5.just keep the phone Dry(yes lil bit of rainfall & splashing not harms phone). But still try to keep phone dry.6. Use only screen protector (flim protection), do not use TEMPARED GLASS bcz the glu goes inside the phone and stucks volume/power bottom or other issues. Had to visit service centre 2 months of purchase. Coz of the TEMPARED GLASS (uv light, glu)..Aside these lil bit of issues , phone is great.Recommended++++
"
55,Oneplus 11,3.0 out of 5 stars,"3.0 out of 5 stars
OnePlus has Definitely Settled now
","
Despite having top of the line specs, OnePlus has failed to deliver a flagship device worthy of its price. The device is good, however the performance is not up to my expectations.Issues I am facing:1. Abnormally excessive battery drain (SOT Max of 2.5 hours) despite all optimizations and updates. My 3 year old Samsung device lasts longer than 1 week old OnePlus 11. Highly disappointing battery.2. Oxygen OS is not the one we had earlier and quite a lot has changed, however this doesn't change your experience, just that you don't feel like owning a OnePlus flagship (only the fans from OnePlus 1 etc. will relate to this).3. After sales service is as good as none in my case from OnePlus, as they closed my case of battery drain without even inspecting it thereby absolving themselves from giving any replacement or refund.4. Camera is only decent but definitely not worth 50k.5. Fingerprint sensor doesn't work 2/10 times but works great when it works. Face unlock also works fine.
"
56,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Superfast!
","
Performance: pretty fast, we did not see any lag in a week's use. face unlock and touch unlock are as fast as an iphone's. you can open many applications but phone will not break a sweat. new processor has really done a good job, with practical 16gb of ram.Security: it provides lots of security features for locking phone: face unlock, pattern, password, number lock and fingerprint.Screen: It has a very bright screen which works well indoors. little dark under the sun, but I feel it is ok. curved screen gives it a good look.Camera: Picture quality from back camera is decent, only drawback is it overexposes photos some times, so white balance needs to be adjusted before taking photos. same goes for front camera. telephoto and macro modes do a decent job. front facing camera takes decent pictures, but photos are patchy and have excess sharpness in low light mode. video calls have decent quality.Connectivity: 4G and 4G connectivity is great and there is no apparent lag in network. 5G gave around 100Mbps speed on ookla.Battery: battery backup is decent and phone lasts for a day with moderate use. new processor is fast and phone does not heat up when charging or during overuse as our previous oneplus 5. 100W charger is good and charges full phone in under 30 min in practical scenario, without heating phone.Build: phone is little at bulky side, feeling of which will disappear when you are used to it. Phone is pretty sturdy and looks good when held in one hand.overall a good purchase.
"
57,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Good phone
","
It's overall a good phone, very decent looks and if you hold in hand it won't feel bulkyCameras are also very good. And heptic feedback is very good.
"
58,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
I know that onepluse is a phone that is in sequence of compared to iPhone like products
","
I like onepluses phone,I will use it for gaming
"
59,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Good one
","
One plus is a very good phone, But for this price I would say it's worthless....Could be around 25 to 30k
"
60,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Overall good
","
I got delivery within 2 days and the packaging was good. Camera is really upto the mark, UI is very simple, feels very classy when you hold the phone the only few things I didn't liked is the portrait mode as it doesn't blur the background images, doesn't have 120 fps video recording which I felt quite strange for a flagship phone like this, don't have any option to silent or vibrate the phone except the slider on the right hand side, even it has 5000 mah battery it will last less then 1 day(no games installed and only basic and few apps installed)
"
61,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
FLAGSHIP KILLERRRR...??
","
Coming from OnePlus 8T, it is big upgrade in all aspects.Directly coming to the the point it has all awesome improvements, flagship killer performance.Display is awesome.Battery performance outstanding.Heptics and speaker quality is best.Camera is improved, but needs some updates to make it flagship killer.Specifically the portrait lense is not as sharp as 32MP sounds. Ultrawide is good and clicks sharp pics. Main 50MP senson is good, captures enough light, sometimes warm. There is color shift between all three sensors pics. Low light performance of the main and ultrawide is good, not best. But low light performance of portrait lense could have been made better.Overall the camera hardware is definitely flagship killer, but to make it up to the mark, compete with other camera phones need some future updates.Only one bug I have found when using hotstat or YouTube, after killing app still there is media playing in the background🥹🥺Will updates this review after receiving new updates.
"
62,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Owsome mobile
","
Super mobile very premium quality very fast charging DSLR like rear camera camera optimisation is very good after 2nd software update cal quality is super Dolby Atmos very good 5G internet is super speed mobile no doubt pakka flagship
"
63,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Smooth and fabulous
","
Just the best phone,been using for 5 months now, everything is great so far, smooth user interface, fast, camera is fantastic.
"
64,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Premium phone
","
Like the build quality of this phone and its display is buttery smooth. It’s great phone
"
65,Oneplus 11,3.0 out of 5 stars,"3.0 out of 5 stars
Great Hardware with buggy software. Overall OK.
","
I have been using one plus since OnePlus 3 Series. As usual OP11 is packed with top of the line Hardware and performs well. This phone is trying to get the old reputation of OnePlus back but still a lot to do.Pros:Great Camera, both front and back camera takes nice photos. However not happy with macro photos.Battery life is good enough to last for a full day. I'm getting SoT around 5.5-6 hrs for my usage where I use office email and chat regularly and consume media. Charging is super fast.5G reception is great. I got upto 600 Mbps in my City over Airtel 5GI'm not a fan of hepatic feedback but the hepatic feedback is great in this phone.Cons:I have serious concern with the software. This is noting like old Oxygen OS and got quite a few issues.The 120 Hz refresh rate is really not visible while scrolling through Gallery app, You tube, Amazon app etc. You tube page gets stuck while scrolling sometime.The app drawer has issues. Some time it just won't appear in first scroll up.I think RMA management is not so great and I see lag while reipening some app from RAM.I also find that wifi switching to the strongest one does not happen automatically.In my camera usage for bit longer(10-15 min), the phone was bit hot.Overall Im happy to get the top of the line Hardware which is likely to last for 2-3 yrs and I hope OnePlus fixes the software issues as soon as possible.
"
66,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Highly slick
","
Perfect touch quality, long lasting battery, fast charging is the best feature. Appearance lovely.
"
67,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Overall a very good phone
","
Got at 50k with OnePlus tws.Main camera is very good. Telephoto and ultrawide is decent.Front camera could have been better.Only 1080p 30fps is very bad in front camera video. They should upgraded their camera sensor. they just use old imx 471.Battery life is very good at fhd+ resolution and decent at qhd resolution.Not so noticeable difference between the two resolution. So I recommend to use at fhd+ resolution.Refresh rate in some apps drop to 60fps like ookla and YouTube app. This should be fixed via software update.Charging speed is blazing fast. In 5min 50% and 25min 100% from 0%. In practical test.Feels premium in hand.Speaker is loud and has depth in sound.
"
68,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Worthy and budget Android for the middle class
","
After using 10 months , ReviewedCamera- SuperFingerprint sensor - SuperBattery life - AwesomeUsability - Good to useUpdates - frequently comes that is also goodOverload apps usage - GoodWhile using in outdoor,the phone became very hot 🔥 within 10 mins and battery also reducing fast.Text message app - padding and blinking while opened and read messages.
"
69,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Best phone under 50k
","
I am using device for weekEverything good in phoneI wanted to give 4.5 starHalf star just for few software limitations1) camera selfie flash turn on itself, annoyingEven we turn off it again show. No option to permanent off2) hotspot warning, can't turn off it annoying.. There must be option3) only 2.8 GB Ram is free on 8 GB variant . I don't know it's oxygen os problem or andriod 13 is RAM hungryIf oneplus fix this issues 5 🌟 definitelyRest everything's is good, according to what you pay* free oneplus z2 are amazing with this deviceFinal verdict : if your budget 50k you can choose this phone blindly
"
70,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
OnePlus has come back
","
Upgraded my phone, the last phone I had bought was Asus Zenfone 5z, back in 2018, and it was a banger.Fast forward 2023, I decided to buy a phone as my phone was quite dated. Had several options in mind, including, Asus zenfone 9, iPhone 14, samsung s23, pixel 7pro, iqoo and then some more..Finally went with one plus, though I had to compromise on wireless charging, no headphone jack.I must say it's value for money, it might not be as feature packed as samsung s23 ultra or iPhone 14, but it is a great phone none the less.The things I liked the most about OnePlus 11(bought 256 GB,16 GB variant)--Camera is great-Snapdragon gen 2 is quick at multitasking-Display is beyond words for me-The updates that I am getting(till Android 17+1 year security update extra)-refresh rate really makes difference-absolutely no lag while gaming-great battery backup-very fast charging (though I recommend to switch to normal charging for longer battery life)There is only one issue I faced once when the file manager did not open for some reason, but it was a one time glitch I think..All in all I would say, I can live without wireless charging and headphone jack(will be using Asus Zenfone 5z for wired listening), saved a lot of money over competition while comprising very little.Anyone having any doubt can follow my advice , you are making the right decision..
"
71,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Best phone in 60k right now
","
The display is just awesome with 2k panel and curved display.Battery will last for one day and 0-100% in 20 mins.Camera is best but don't compare with S23 ultra or iPhone 14 pro max. Compare with the same budget smartphone then you can feel it is best compare to others. The video in 8k and 4k is also good.The built quality is with matt finish and metal body and the haptic feedback is really good. The Alert slider is back and it is handy feature.OS : I know the Oxygen OS was great and smooth. But now it is Oxygen OS layer on colour OS, but in this OS also there is no ad or extra bootware app. The OS is also smooth.I know the green and pink line issue on OnePlus going on. So when I talk to the Customer care they clearly mentioned that just before updating the phone take a video of the update and after update the issue comes then they will replace the display for free.
"
72,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Front camera is poor
","
over exposing pics and not giving natural photos like iphone does. Front camera is poor. i regret buying this.
"
73,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Nice Upgrade
","
I upgraded from iphone xs and I am pretty happy with it. The feature it provide are only present in iPhone pro models which are above 1.2 lakhs currently. The best thing is battery charging speed around 25 min for full charge and it can stay for 1 day normally. The screen resolution and adaptive refresh rate is also a plus. I am not a camera fan but it captures great night shots. With 4 years OS update and 5 years security update and wifi 7 update are the best things the company is offering. In Love with this mobile . Haptics are again next level and it provides support of Dolby vision and Dolby Atmos . Overall a pretty good phone 🔥
"
74,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
It's okay
","
Screen is good but only marginally better than my 5yr old phone.Camera is good but not iPhone good. Good phone but is not the benchmark flagship phone out there.
"
75,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
A great compromise!
","




                    The media could not be loaded.
                



Excellent device for the price.I'm writing this stubby review and will use it as a running log to report the good and bad about the device.Until now, the phone feels great! Definitely feels like the old OnePlus of yore, and the good part, thankfully.The handfeel is very good, it masks the weight and size of the device, designed quite well.It's a joy to type on (fabulous haptics!).The screen is really good.The battery life seems to be holding up well (using on qHD + 120hz).It did heat up during the initial setup but calmed right down after a while. Not heatup up during normal usage. Did get warmish during a Super-Sus session (not blazing hot, just warmish).Will report specifics after using it for a few days. Received the device today (16/02/2023).
"
76,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
OnePlus comeback of sorts.
","
First thing first, let's just accept OG Oxygen is dead. What we have now is ColorOS minus the bloatware which is mostly a clean experience.• Superfast, S8 Gen2 is way superior to S8 Gen1• Excellent camera setup, good colour and video well stabilized• Charging is fast with 100 watts charger in the box but not the fastest by any means.  You have to enable rapid charging to get the max charging speed, useful when you're in a hurry• multi tasking king. Had 30 apps running in the background - zero lag.• Good sound output overall• It's not a light phone but the ergonomics is excellent. Good inhand feel.• Absolute best haptics, beats Samsung too• Battery life is okay. 6-7 hours screen on time.OnePlus has made best efforts to come back after 2 disastrous years. Still not OG OnePlus but on the right track..
"
77,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Defective piece received.
","
Update: Received a new piece as replacement from Oneplus service center, but had to wait for 3 days to get it. Being a flagship, i would have expected a replacement within 24 hours.Anyways, the customer care and service center personnel was courteous and helpful.The performance is fantastic, and initial impressions look very good.======================================================================Earlier update:Received a defective piece from amazon. I'm waiting since past 5 days for replacement.There is no upside buying it from amazon, better to buy from local store instead whrere we can check the phone throughly.My new phone's speakers were bad and there was dust underneath the preinstalled screen protector.Looks like the Quality Checks is going down these days with oneplus products.===================================
"
78,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Value for money device. Real flagship killer
","
This is a totally value for money device at 61k. I bought the 256gb version and it's perfect for everything. Not big on photography. But from what shots I took, this one is one of the best I had used.After 4 months:I can definitely say that I have made the right decision by purchasing op11.Great lag free performance.Wonderful battery backup of 8 to 11 hours with heavy usage of which 80% of the time is on content consumption like YouTube, video streaming and movie viewing.Cood enough camera for my use.Perfect display and viewing quality.Charges the phone from 0 to 100 in 30 to 40 minutes max.I only miss the wireless charging capacity compared to my old OP9pro.In 55k, this is the best phone you can buy.
"
79,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Good phone with little high price
","
Edge Curved screen looks good and responsive. Powered by oxygen is add new arsenal. Cool features such as gesture I like most. Op should add basic screen guard in the package. Over satisfied with the phone so far.
"
80,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Camera quality
","
I'm taking so many photos, photo quality looks like DSLR photo.
"
81,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Android over iPhone
","
Previously I was using OnePlus 5 so got it exchanged with this one. For me it's a huge difference. I was planning to switch to iPhone but didn't want to leave Android.As a OnePlus Lover this phone is the best ❤️ and OnePlus is back again with a bang. Flawless finish and functioning with a beautiful design. ❤️Pros:Camera - Awesome with HasselbladProcessor - Most PowerfulDisplay - Smooth and CurvedAudio - Dolby Atmos 👍Con-For me the only con is it is a slightly heavy phone. Use a back cover for back protection and camera.Verdict - Definitely for those who wants to stick to Android and wants a Fast processor, beautiful design and awesome camera setup.
"
82,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Very Good
","
This is a good device which gives smooth user experience.
"
83,Oneplus 11,2.0 out of 5 stars,"2.0 out of 5 stars
Extreamly Fragile phone: Wastage of Money
","
I am using this phone for more than one year now. Backside of this phone is also made by glass. As a result, if this phone drops on the ground accidentally, the glass made backcover would be broken for sure. I went to the service center to change it. They billed INR 5500/- and changed it. But within 3months after this replacement, it got broken again. It does not fulfill the basic requirement, how will you be happy with other features?
"
84,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Phone is good no doubt but I found heating issues in my device
","
I took this phone to multi task as I have heavy Office 365 usage and also streaming online movies/live cricket. in last couple of days while Office 365 was active and I was streaming IPL match phone got heated up. With such great processor and high memory I was not expecting it to heat. Heating issues are still there and this should be reviewed by the company. Otherwise seller as done great job in delivery and packaging.
"
85,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Look
","
Super model i like so much
"
86,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Best phone lacks software support
","
Best phone in price but lacks software updates
"
87,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Great Flagship at decent price
","
Good flagship from oneplus after a long time.Display quality is great, at par with samsung S23.Camera is good not the best when compared with S23 and iphone 14 pro but it is still one of the best in androids, cannot complain as the specifications are of flagship at this price point.Overall phone design is good but is very slippery so using without a back cover is really uncomfortable.
"
88,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Good camera, display , camera notch should have been in the centre
","
Pros: Good Camera, display, sturdy design, smooth operation, excellent battery and fast chargingCons: front Camera notch should have been in the center, during selfi eyes crosses out
"
89,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Great phone
","
The only thing is missing,is wireless charging..
"
